URL,title,snippet
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTFDAA4&_ga=2.234016924.309906157.1739849535-975892733.1738335351,Error,"Page.goto: Navigation to ""https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTFDAA4&_ga=2.234016924.309906157.1739849535-975892733.1738335351"" is interrupted by another navigation to ""https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTF2AAO""
Call log:
  - navigating to ""https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTFDAA4&_ga=2.234016924.309906157.1739849535-975892733.1738335351"", waiting until ""load""
"
https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/,Error,"Page.goto: net::ERR_CERT_DATE_INVALID at https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/
Call log:
  - navigating to ""https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/"", waiting until ""load""
"
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l6dgAAA,Error,"Page.goto: Navigation to ""https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l6dgAAA"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l6dgAAA"", waiting until ""load""
"
https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption,Error,"Page.goto: Navigation to ""https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption"" is interrupted by another navigation to ""https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000002l6dgAAA""
Call log:
  - navigating to ""https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption"", waiting until ""load""
"
https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/,Error,"Page.goto: net::ERR_CERT_DATE_INVALID at https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/
Call log:
  - navigating to ""https://cchlearning.com.sg/catalogue/818-gst-reporting-2025-proactive-and-concrete-steps-you-can-take-in-managing-gst-risks/"", waiting until ""load""
"
https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption,Error,"Page.goto: Navigation to ""https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://academy.smu.edu.sg/graduate-certificate-strategic-digital-transformation-finance-module-6-digital-taxation-disruption"", waiting until ""load""
"
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFM1,Error,"Page.goto: Navigation to ""https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFM1"" is interrupted by another navigation to ""https://academy.smu.edu.sg/courses/strategic-digital-transformation-finance-module-6-digital-taxation-disruption-cutting-edge""
Call log:
  - navigating to ""https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFM1"", waiting until ""load""
"
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFMB,Error,"Page.goto: Navigation to ""https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFMB"" is interrupted by another navigation to ""https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFM1""
Call log:
  - navigating to ""https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFMB"", waiting until ""load""
"
https://academy.smu.edu.sg/finance-essentials-business-success-1021,Finance Essentials for Business Success | SMU Academy,"<iframe src=""https://www.googletagmanager.com/ns.html?id=GTM-P2K7ZX6""                   height=""0"" width=""0"" style=""display:none;visibility:hidden""></iframe>                                                                                                                                               "
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001odswAAA&_ga=2.232033238.816966831.1671012157-1149870743.1670913560,"Course Detail(BF009i : Business Valuation Fundamentals – Process, Standards, Approaches and Challenges (E Learning))","Course Detail(BF009i : Business Valuation Fundamentals – Process, Standards, Approaches and Challenges (E Learning))                                                                                                                                              .site-header .inverted {                  "
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g0K000004pcMWQAY&_ga=2.79761363.536214235.1671011506-1149870743.1670913560,Course Detail(BF002i : Overview of Business Valuation for Financial Reporting (E-Learning)),Course Detail(BF002i : Overview of Business Valuation for Financial Reporting (E-Learning))                                                                                                                                              .site-header .inverted {                     position: fixed !impor
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAqAAO,Course Detail(A196v : Analysis and Review of Public Sector Accounting: SB-FRS (Live Webinar)),Course Detail(A196v : Analysis and Review of Public Sector Accounting: SB-FRS (Live Webinar))                                                                                                                                              .site-header .inverted {                     position: fixed !imp
https://eservices.isca.org.sg/courseDetail?courseMasterId=a0g2t000000TTAxAAO,,"!function(b,e,f,g,a,c,d){b.fbq||(a=b.fbq=function(){a.callMethod?a.callMethod.apply(a,arguments):a.queue.push(arguments)},b._fbq||(b._fbq=a),a.push=a,a.loaded=!0,a.version=""2.0"",a.queue=[],c=e.createElement(f),c.async=!0,c.src=g,d=e.getElementsByTagName(f)[0],d.parentNode.insertBefore(c,d))}(window,"
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001cLyeAAE,Course Detail(),Course Detail()                                                                                                                                              .site-header .inverted {                     position: fixed !important;                     top: 0 !important;                     z-index: 10
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001odtBAAQ,Course Detail(BF010i : Valuation of Intangible Assets – Common methods adopted in the marketplace (E Learning)),Course Detail(BF010i : Valuation of Intangible Assets – Common methods adopted in the marketplace (E Learning))                                                                                                                                              .site-header .inverted {                     po
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001odtBAAQ,Course Detail(BF010i : Valuation of Intangible Assets – Common methods adopted in the marketplace (E Learning)),Course Detail(BF010i : Valuation of Intangible Assets – Common methods adopted in the marketplace (E Learning))                                                                                                                                              .site-header .inverted {                     po
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0gIe000000Mll9IAC,"Course Detail(A318v : 2025 Technical Update on SFRS(I) , IFRS Accounting Standards)","Course Detail(A318v : 2025 Technical Update on SFRS(I) , IFRS Accounting Standards)                                                                                                                                              .site-header .inverted {                     position: fixed !important;   "
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAwAAO,Course Detail(A214v : Accounting for Basic Consolidation Procedures: Case Studies & Journal Entries (Live Webinar)),Course Detail(A214v : Accounting for Basic Consolidation Procedures: Case Studies & Journal Entries (Live Webinar))                                                                                                                                              .site-header .inverted {                   
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAeAAO,Course Detail(A249v : Financial Reporting : Analysis from A Managerial Perspective (Synchronous e-learning)),Course Detail(A249v : Financial Reporting : Analysis from A Managerial Perspective (Synchronous e-learning))                                                                                                                                              .site-header .inverted {                     posit
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAJAA4,Course Detail(A082v : Financial Statements: Presentation & Disclosure (For Non-Listed Companies) (Synchronous e-learning)),Course Detail(A082v : Financial Statements: Presentation & Disclosure (For Non-Listed Companies) (Synchronous e-learning))                                                                                                                                              .site-header .inverted {            
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTBDAA4,Course Detail(),Course Detail()                                                                                                                                              .site-header .inverted {                     position: fixed !important;                     top: 0 !important;                     z-index: 10
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAoAAO,Course Detail(A192v : IFRS 15 / FRS 115: Revenue from Contracts with Customers - An Overview (Live Webinar)),Course Detail(A192v : IFRS 15 / FRS 115: Revenue from Contracts with Customers - An Overview (Live Webinar))                                                                                                                                              .site-header .inverted {                     posit
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAcAAO&_ga=2.110677120.402635895.1671009474-1149870743.1670913560,Course Detail(A247v : IFRS 16/ FRS 116 Leases: A Deeper Dive into the New Rules & Avoid the Pitfalls (Synchronous e-learning)),Course Detail(A247v : IFRS 16/ FRS 116 Leases: A Deeper Dive into the New Rules & Avoid the Pitfalls (Synchronous e-learning))                                                                                                                                              .site-header .inverted {        
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g28000001BIoaAAG,Course Detail(A211 : IFRS 9 / FRS 109: Financial Instruments - A Practical Guide),Course Detail(A211 : IFRS 9 / FRS 109: Financial Instruments - A Practical Guide)                                                                                                                                              .site-header .inverted {                     position: fixed !important;     
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTAgAAO,Course Detail(),Course Detail()                                                                                                                                              .site-header .inverted {                     position: fixed !important;                     top: 0 !important;                     z-index: 10
https://www.learn.gov.sg/learner/index.html#/course/309236?app=dlp,,<span>JavaScript is required</span>
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001svH8AAI,Course Detail(A301v : Navigating the Pitfalls in Preparing Financial Statements),Course Detail(A301v : Navigating the Pitfalls in Preparing Financial Statements)                                                                                                                                              .site-header .inverted {                     position: fixed !important;      
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000st2GAAQ,Course Detail(WD012 : WSQ Let's work on easy-to-understand reports! Effective data visualisation and communication (Classroom)),Course Detail(WD012 : WSQ Let's work on easy-to-understand reports! Effective data visualisation and communication (Classroom))                                                                                                                                              .site-header .inverted {       
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTDVAA4,Course Detail(E140v : Ethics: Exercising Judgement in Financial Reporting (The ‘Should’ and ‘Should Not’) (Synchronous e-learning)),Course Detail(E140v : Ethics: Exercising Judgement in Financial Reporting (The ‘Should’ and ‘Should Not’) (Synchronous e-learning))                                                                                                                                              .site-header .inverted {   
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000001svH8AAI,Course Detail(A301v : Navigating the Pitfalls in Preparing Financial Statements),Course Detail(A301v : Navigating the Pitfalls in Preparing Financial Statements)                                                                                                                                              .site-header .inverted {                     position: fixed !important;      
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRBFMVL,,<span>JavaScript is required</span>
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFM1,,<span>JavaScript is required</span>
https://eservices.isca.org.sg/CourseDetailClone?courseMasterId=a0g2t000000TTEHAA4,Course Detail(E162v : Conflict of Interests and Related Parties – Why it Matters? (Live Webinar)),Course Detail(E162v : Conflict of Interests and Related Parties – Why it Matters? (Live Webinar))                                                                                                                                              .site-header .inverted {                     position: fixed 
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFAM12,,<span>JavaScript is required</span>
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRFPFMB,,<span>JavaScript is required</span>
https://www.learn.gov.sg/Learning/BrowseDetails?ProgCode=CRTSRV1,,<span>JavaScript is required</span>
